ID,Codice,Titolo,Categoria,Sottocategoria,Sottocategoria (ID),Tipologia,Prezzo,Qtà scatola,Qtà disponibile,ML,Capacità,Capacità (ID),Colore,Color,Finitura,Materiale,Materiale (ID),Imboccatura,Materiale *,Immagine,Abstract (it),Abstract (en),Nota fitting (it),Nota fitting en)
1333,SC125.0261S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,46",100,0,125,125,11,Bianco,White,Nessuna finitura,PEHD PCR,68,GCMI 24/410,PEHD PCR,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC125.0261S-2.jpg,"<p>Flacone plastica dell collezione Cristal, realizzato in PEHD PCR 4%</p>  <p>Bocca 24/410 per riduttore</p>","<p>Plastic bottle of the Cristal collection, in PCR PEHD 4%</p>  <p>Neck GCMI 24/410 for reducer plug&nbsp;</p>",,
299,SC200.0004,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,55",100,0,200,200,13,Neutro,Natural,Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0004_cristal 200 f p_neutro_def(1).jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
946,SC200.0004S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,55",100,0,200,200,13,Neutro,Neutral,Nessuna finitura,PP,3,GCMI 24/410,PP soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0004S.jpg,"<p>Il flacone in plastica Cristal 200 ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 200 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
942,SC200.0015S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,52",100,0,200,200,13,Neutro,Neutral,Soft-touch,PEHD soft touch,1,GCMI 24/410,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0015S.jpg,"<p>Il flacone in plastica Cristal 200&nbsp;ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 200 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections</pre>",,
313,SC200.0029,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,83",100,0,200,200,13,Neutro,Natural,Lucido,PETG,6,GCMI 24/410,PETG,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_cristal 200 petg_lucido_def.jpg,"<p>Il flacone&nbsp;in PETG Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;PETG bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
117,SC200.0044,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,52",100,0,200,200,13,Neutro,Natural,Nessuna finitura,PE HDLD soft touch,9,GCMI 24/410,PE HDLD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0044_cristal 200 f p_neutro_def.jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
947,SC200.0044S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,49",100,0,200,200,13,Neutro,Neutral,Nessuna finitura,PEHDLD,10,GCMI 24/410,PEHDLD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0044S.jpg,"<p>Il flacone in plastica Cristal 200ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>&nbsp;</p>  <p>The 200 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</p>",,
300,SC200.0071,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,49",100,0,200,200,13,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0303_cristal 200 f p_bianco_def.jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
302,SC200.0156,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,52",100,0,200,200,13,Bianco,White,Soft-touch,PEHD soft touch,1,GCMI 24/410,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0156_cristal 200 f p_bianco_def(1).jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
317,SC200.0163,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,52",100,0,200,200,13,Neutro,Natural,Soft-touch,PEHD soft touch,1,GCMI 24/410,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0044_cristal 200 f p_neutro_def(1).jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
318,SC200.0293,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,81",100,0,200,200,13,Azzurro Perlato pantone 10273C,Pearled light blue pantone 10273C,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_cristal 200 f p_bluette_def.jpg,"<p>I flaconi in plastica Cristal presentano un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Cristal plastic bottles have a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
165,SC200.0299,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,81",100,0,200,200,13,Argento metallico,Metallic silver,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0299_cristal 200 f p_arg metallico_def.jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
107,SC200.0306,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,56",100,0,200,200,13,Neutro,Natural,Nessuna finitura,PP soft touch,3,GCMI 24/410,PP soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0306_cristal 200 f p_neutro_def.jpg,"<p>Il flacone&nbsp;in plastica Cristal 200&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 200&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
953,SC200.0319,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,55",100,0,200,200,13,Bianco,White,Nessuna finitura,PP,4,GCMI 24/410,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0319.jpg,"<p>Il flacone in plastica Cristal 200 ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 200ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
1019,SC200.0333,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,49",100,0,200,200,13,Bianco,White,Nessuna finitura,PEHD,2,Snap-on,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0333 Cristal snapon.jpg,"<p>I flaconi in plastica Cristal presentano un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Cristal plastic bottles have a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
1295,SC200.0388S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,51",200,2730,200,200,13,Bianco,White,Nessuna finitura,PEHD PCR,68,GCMI 24/410,PEHD PCR,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0412S pcr.jpg,"<p>I flaconi in plastica&nbsp;Cristal presentano un design lineare e deciso, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Cristal plastic bottles have a linear and decisive design, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
954,SC200.0400,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,49",100,2,200,200,13,Neutro,Neutral,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0400.jpg,"<p>Il flacone in plastica Cristal 200 ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 200 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>  <pre data-placeholder="""" dir=""ltr"" id=""tw-target-rmn"">  &nbsp;</pre>  <p>&nbsp;</p>",,
943,SC200.0412S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,49",100,0,200,200,13,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC200.0412S.jpg,"<p>Il flacone in plastica Cristal 200ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 200 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections</pre>",,
944,SC250.0210,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,51",100,0,250,250,14,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC250.0210.jpg,"<p>Il flacone in plastica Cristal 250&nbsp;ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 250 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections</pre>",,
1297,SC250.0210DISP,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,51",126,0,250,250,14,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC250.0210(1).jpg,"<p>Il flacone in plastica Cristal 250&nbsp;ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Cristal plastic bottles have a linear and decisive design, suitable for both women&#39;s and men&#39;s cosmetic collections.</pre>",,
336,SC250.0245,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,61",100,0,250,250,14,Neutro,Natural,Soft-touch,PP soft touch,3,GCMI 24/410,PP soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC250.0245.jpg,"<p>Il flacone&nbsp;in plastica Cristal 250 ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 250 ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
945,SC400.0019,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,61",100,0,400,400,16,Neutro,Neutral,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC400.0019.jpg,"<p>Il flacone in plastica Cristal 400&nbsp;ml presenta un design lineare e deciso, estremamente moderno, adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The 400 ml Cristal plastic bottle has a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections</pre>",,
339,SC400.0117,Cristal,Flaconi plastica,Cristal,22,Flacone,"1,14",100,0,400,400,16,Neutro satinato,Frosted natural,Nessuna finitura,PETG,6,GCMI 24/410,PETG,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_cristal 400 petg_satinato_def.jpg,"<p>Il flacone&nbsp;in plastica Cristal 400&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 400&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
338,SC400.0118S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,61",100,0,400,400,16,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC400.0118S bianco.jpg,"<p>Il flacone&nbsp;in plastica Cristal 400&nbsp;ml presenta&nbsp;un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<p>Cristal 400&nbsp;ml&nbsp;plastic bottle&nbsp;has&nbsp;a linear and decise design, an extremely modern appeal, that makes it&nbsp;the ideal solution for both female and male cosmetic lines.</p>",,
1022,SC400.0127S,Cristal,Flaconi plastica,Cristal,22,Flacone,"1,03",139,0,400,400,16,Neutro,Neutral,Satinato,PETG,6,GCMI 24/410,PETG,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_cristal 400 petg_satinato_def-2.jpg,"<p>I flaconi in plastica Cristal presentano un design lineare e deciso, estremamente moderno,&nbsp;adatto a collezioni cosmetiche sia femminili che maschili.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Cristal plastic bottles have a linear and decisive design, extremely modern, suitable for both women&#39;s and men&#39;s cosmetic collections. </pre>",,
1335,SC400.0133S,Cristal,Flaconi plastica,Cristal,22,Flacone,"0,62",100,0,400,400,16,Bianco Ivory,Ivory white,Nessuna finitura,PEHD PCR,68,GCMI 24/410,PEHD PCR,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SC400.0133S.jpg,"<p>Flacone plastica dell collezione Cristal, realizzato in PEHD PCR 4%</p>","<p>Plastic bottle of the Cristal collection, made in PCR PEHD 4%</p>",,
602,TC200.0004,Denver,Flaconi Pet / R-Pet,Denver,123,Flacone,"0,03",192,20454,200,200,13,Trasparente,Transparent,Lucido,PET,30,GCMI 24/410,PET,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Vetronaviglio DENVER PET bottle flacone 24-410 -.jpg,"<p>I flaconi in plastica Denver sono caratterizzati da un design pulito&nbsp;e slanciato grazie agli accessori che delineano un profilo unico con il flacone. Questa linea &egrave; ideale&nbsp;per prodotti cosmetici viso, corpo, capelli, e detergenza.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> Denver plastic bottles are characterized by a clean and slender design thanks to the accessories that outline a unique profile with the bottle. This line is ideal for face, body, hair and cleansing cosmetic products.</pre>",,
997,CZ410.0026,Disctop Oxford,Capsule - Disctop,Disctop Oxford,175,Disctop,"0,39",912,6104,0,,0,Bianco,White,Satinato,PP,4,Disc Top,PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/CZ410.0026 OXFORD DISC-TOP.209.jpg,<p>Con bocca DISCTOP</p>  <p>GUARNIZIONE INCLUSA</p>,<p>With DISCTOP neck finish.</p>  <p>LINER INCLUDED</p>,Per flaconi plastica Boston 250ml/500ml e Denver 200ml/250ml,For plastic bottles Boston 250ml/500ml e Denver 200ml/250ml
1356,CZ410.0038,Disctop Venere,Capsule - Disctop,Disctop Venere,116,Disctop,"0,13",100,19000,0,,0,Nero,Black,Lucido,PP,4,GCMI 24/410 (for plastic bottles/per flaconi in plastica),PP,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/Vetronaviglio VENERE DISC-TOP gcmi 24-410 nero lucido black.jpg,,,,
407,AE030.0042,Double,Vasi vetro,Double,20,Vaso,"0,92",144,183436,30,30,7,Trasparente,Transparent,Nessuna finitura,Vetro,21,GCMI 48/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 30 v v_def.jpg,<p>Il vaso&nbsp;in vetro Double 30 ml possiede&nbsp;un design unico e differenziante. Ideale per una vasta gamma di prodotti cosmetici.</p>,"<p>Double 30 ml glass jar&nbsp;has&nbsp;a unique and differentiating design, ideal for delicate skincare products.</p>",,
408,AE030.0043,Double,Vasi vetro,Double,20,Vaso,"1,37",72,6696,30,30,7,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 48/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 30 v v_sat_def.jpg,<p>Il vaso&nbsp;in vetro Double 30 ml possiede&nbsp;un design unico e differenziante. Ideale per una vasta gamma di prodotti cosmetici.</p>,"<p>Double 30 ml glass jar&nbsp;has&nbsp;a unique and differentiating design, ideal for delicate skincare products.</p>",,
207,QE050.0064,Double,Flaconi vetro,Double,3,Flacone,"1,05",84,20864,50,50,8,Trasparente,Transparent,Nessuna finitura,Vetro,21,GCMI 24/410,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 50 f v_def.jpg,"<p>Il flacone&nbsp;in vetro Double 50 ml&nbsp;presenta&nbsp;un design morbido, dalle linee arrotondate, delicate ed avvolgenti. Particolarmente adatto per&nbsp;prodotti cosmetici viso e&nbsp;corpo.</p>","<p>Double 50 ml glass bottle&nbsp;has&nbsp;a rounded and feminine design, ideal for delicate skincare and&nbsp;personal care products.</p>",,
46,QE050.0065,Double,Flaconi vetro,Double,3,Flacone,"1,4",84,4346,50,50,8,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 24/410,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 50 f v_sat_def.jpg,"<p>Il flacone&nbsp;in vetro Double 50 ml&nbsp;presenta&nbsp;un design morbido, dalle linee arrotondate, delicate ed avvolgenti. Particolarmente adatto per&nbsp;prodotti cosmetici viso e&nbsp;corpo.</p>","<p>Double 50 ml glass bottle&nbsp;has&nbsp;a rounded and feminine design, ideal for delicate skincare and&nbsp;personal care products.</p>",,
127,QE100.0077,Double,Flaconi vetro,Double,3,Flacone,"0,85",32,9704,100,100,10,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 24/410,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 100 f v_sat_def(1).jpg,"<p>Il flacone&nbsp;in vetro Double 100 ml&nbsp;presenta&nbsp;un design morbido, dalle linee arrotondate, delicate ed avvolgenti. Particolarmente adatto per&nbsp;prodotti cosmetici viso e&nbsp;corpo.</p>","<p>Double 100 ml glass bottle&nbsp;has&nbsp;a rounded and feminine design, ideal for delicate skincare and&nbsp;personal care products.</p>",,
79,SE050.0010S,Double,Flaconi plastica,Double,70,Flacone,"0,39",100,0,50,50,8,Bianco,White,Nessuna finitura,PEHD soft touch,1,GCMI 24/410,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_double 30 f p_bianco_def.jpg,"<p>I flaconi in plastica Double 50 ml dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>","<p>Double 50 ml plastic bottles have a unique and differentiating design, ideal for skincare, personal care and body cosmetic products.</p>",,
1304,SE125.0153,Double,Flaconi plastica,Double,70,Flacone,"0,73",280,0,125,125,11,Giallo fluo Pantone 809,Fluo yellow Pantone 809,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,[ ],"<p>I flaconi in plastica Double dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Double plastic bottles with a unique and unmistakable design, give a differentiating visual impact to the cosmetic product: ideal solution for cosmetic products, detergents, hair.</pre>",,
1306,SE125.0196,Double,Flaconi plastica,Double,70,Flacone,"0,43",280,0,125,125,11,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,[ ],"<p>I flaconi in plastica Double dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>  <p>BOCCA PER RIDUTTORE</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Double plastic bottles with a unique and unmistakable design, give a differentiating visual impact to the cosmetic product: ideal solution for cosmetic products, detergents, hair. </pre>  <p dir=""ltr"">NECK FOR REDUCER</p>",,
974,SE200.0043S,Double,Flaconi plastica,Double,70,Flacone,"0,52",100,0,200,200,13,Bianco,White,Soft-touch,PEHD soft touch,1,GCMI 24/410,PEHD soft touch,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SE200.0043SB.jpg,"<p>I flaconi in plastica Double 200 ml dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Double 200 ml plastic bottles with a unique and unmistakable design, give a differentiating visual impact to the cosmetic product: ideal solution for cosmetic products, cleansing, hair.</pre>",,
1305,SE200.0213,Double,Flaconi plastica,Double,70,Flacone,"0,83",190,0,200,200,13,Giallo fluo Pantone 809,Fluo yellow Pantone 809,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,[ ],"<p>I flaconi in plastica Double dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Double plastic bottles with a unique and unmistakable design, give a differentiating visual impact to the cosmetic product: ideal solution for cosmetic products, detergents, hair.</pre>",,
1310,SE200.0275,Double,Flaconi plastica,Double,70,Flacone,"0,51",190,0,200,200,13,Bianco,White,Nessuna finitura,PEHD,2,GCMI 24/410,PEHD,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/SE200.0043SB (1).jpg,"<p>I flaconi in plastica Double dal design unico e inconfondibile, conferiscono un impatto visivo differenziante al prodotto cosmetico: soluzione ideale per prodotti cosmetici, detergenza, capelli.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> The Double plastic bottles with a unique and unmistakable design, give a differentiating visual impact to the cosmetic product: ideal solution for cosmetic products, detergents, hair.</pre>",,
1343,LC050.0003 - HH0S1.0032,Elena,Vasi in resina,Elena,176,Vaso,"1,81",168,0,50,50,8,Bianco opaco,Matt white,Satinato,Resina termoindurente,33,B/Special,Resina termoresistente,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ELENA 50 ml thermosetting resin jar cosmetic.jpg,"<p>I vasi in resina termoindurente Elena sono caratterizzati da un design assolutamente moderno e professionale, ideale per prodotti cosmetici viso, corpo, capelli.</p>  <p>Venduto completo di&nbsp;coperchio.</p>","<pre data-placeholder=""Traduzione"" dir=""ltr"" id=""tw-target-text""> Elena thermosetting resin jars are characterized by an absolutely modern and professional design, ideal for face, body and hair cosmetic products.  Sold in combination with lid.</pre>",,
713,AE015.0001,Etoile,Vasi vetro,Etoile,12,Vaso,"0,65",35,16049,15,15,4,Trasparente,Transparent,Nessuna finitura,Vetro,21,GCMI 40/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/ae015.0001.jpg,"<p>Il vaso&nbsp;in vetro Etoile 15&nbsp;ml, dal design squadrato, possiede&nbsp;un carattere lineare e deciso, adatti ad una vasta gamma di prodotti cosmetici.</p>",<p>Etoile 15 ml glass jar has a romantic and feminine design: this makes it perfect for a wide variety of refined skincare products.</p>,,
185,AE015.0003,Etoile,Vasi vetro,Etoile,12,Vaso,"0,95",35,4125,15,15,4,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 40/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_etoile 15 v v_sat_def.jpg,"<p>Il vaso&nbsp;in vetro Etoile 15&nbsp;ml, dal design squadrato, possiede&nbsp;un carattere lineare e deciso, adatti ad una vasta gamma di prodotti cosmetici.</p>",<p>Etoile 15&nbsp;ml glass jar&nbsp;has&nbsp;a linear and decise design. It is ideal for effective products.</p>,,
1371,AE015.0016,Etoile,Vasi colorati,Etoile,203,Vaso,"0,48",35,5904,15,15,4,Rosa lucido semi perlato,Glossy Semi-Pearlescent Pink,Lucido,Vetro,21,GCMI 48/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/AE015.0016(1).jpg,,,,
169,AE030.0053,Etoile,Vasi vetro,Etoile,12,Vaso,"1,29",24,2377,30,30,7,Satinato,Frosted,Nessuna finitura,Vetro,21,GCMI 48/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/MOQ_etoile 30 v v_sat_def.jpg,"<p>Il vaso&nbsp;in vetro Etoile 30 ml, dal design squadrato, possiede&nbsp;un carattere lineare e deciso, adatti ad una vasta gamma di prodotti cosmetici.</p>",<p>Etoile 30 ml glass jar&nbsp;has&nbsp;a linear and decise design. It is ideal for effective products.</p>,,
1370,AE030.0080,Etoile,Vasi colorati,Etoile,203,Vaso,"0,48",24,1992,30,30,7,Rosa lucido semi perlato,Glossy Semi-Pearlescent Pink,Nessuna finitura,Vetro,21,GCMI 48/400,Vetro,https://vetronaviglio.euupload/file/lowmoqproducts/products/files/AE030.0080(1).jpg,,,,
